REGION_NUM,REGION_NAME,FOREST_NAME,RANGER_DISTRICT,CITY,STATE,LOCATION,Resource Types,Housing?,NOTES,SITE
1,Northern,CUSTER GALLATIN,BOZEMAN,BIG TIMBER,MT,"BIG TIMBER, MT",Engine,YES,,http://www.fs.usda.gov/custergallatin
1,Northern,CUSTER GALLATIN,BOZEMAN,BOZEMAN,MT,"BOZEMAN, MT",Engine,YES,Very cool location for housing outside of town in the Gallatin Canyon.,http://www.fs.usda.gov/custergallatin
1,Northern,CUSTER GALLATIN,BOZEMAN,BOZEMAN,MT,"BOZEMAN, MT",Rappel,YES,Very cool location for housing outside of town in the Gallatin Canyon.,http://www.fs.usda.gov/custergallatin
1,Northern,CUSTER GALLATIN,GARDINER,GARDINER,MT,"GARDINER, MT",,,,http://www.fs.usda.gov/custergallatin
1,Northern,CUSTER GALLATIN,HEBGEN LAKE,WEST YELLOWSTONE,MT,"WEST YELLOWSTONE, MT","Engine, IA Crew/Squad (4-10 person)",YES,,http://www.fs.usda.gov/custergallatin
1,Northern,CUSTER GALLATIN,YELLOWSTONE,LIVINGSTON,MT,"LIVINGSTON, MT",Engine,NO,,http://www.fs.usda.gov/custergallatin
1,Northern,FLATHEAD,HUNGRY HORSE,HUNGRY HORSE,MT,"HUNGRY HORSE, MT",Engine,YES,,http://www.fs.usda.gov/flathead
1,Northern,FLATHEAD,SPOTTED BEAR,HUNGRY HORSE,MT,"HUNGRY HORSE, MT",,,,http://www.fs.usda.gov/flathead
1,Northern,FLATHEAD,SPOTTED BEAR,SPOTTED BEAR,MT,"SPOTTED BEAR, MT","Engine, WFM",YES,,http://www.fs.usda.gov/flathead
1,Northern,FLATHEAD,SWAN LAKE,BIGFORK,MT,"BIGFORK, MT","Engine, Type 2/2IA Handcrew, Hotshot Crew, WFM, Prevention",YES,,http://www.fs.usda.gov/flathead
1,Northern,FLATHEAD,TALLY LAKE,CONDON,MT,"CONDON, MT",Type 2/2IA Handcrew (Dedicated 20+person),YES,"The housing for the Great Northern T2IA is arguably some of the best in the nation in a beautiful location not too far from civilization. I just wish it was a shot crew, I'd never leave.",http://www.fs.usda.gov/flathead
1,Northern,FLATHEAD,TALLY LAKE,KALISPELL,MT,"KALISPELL, MT",Engine,NO,,http://www.fs.usda.gov/flathead
1,Northern,HELENA-LEWIS AND CLARK,BELT CREEK,NEIHART,MT,"NEIHART, MT",,,,http://www.fs.usda.gov/helena/
1,Northern,HELENA-LEWIS AND CLARK,HELENA,HELENA,MT,"HELENA, MT","Engine, Hotshot Crew",NO,,http://www.fs.usda.gov/helena/
1,Northern,HELENA-LEWIS AND CLARK,JUDITH,STANFORD,MT,"STANFORD, MT",,,,http://www.fs.usda.gov/helena/
1,Northern,HELENA-LEWIS AND CLARK,LINCOLN,LINCOLN,MT,"LINCOLN, MT","Engine, IA Crew/Squad (4-10 person)",YES,,http://www.fs.usda.gov/helena/
1,Northern,HELENA-LEWIS AND CLARK,MUSSELSHELL,HARLOWTON,MT,"HARLOWTON, MT",,,,http://www.fs.usda.gov/helena/
1,Northern,HELENA-LEWIS AND CLARK,ROCKY MOUNTAIN,AUGUSTA,MT,"AUGUSTA, MT","Engine, WFM",YES,,http://www.fs.usda.gov/helena/
1,Northern,HELENA-LEWIS AND CLARK,ROCKY MOUNTAIN,CHOTEAU,MT,"CHOTEAU, MT",,,,http://www.fs.usda.gov/helena/
1,Northern,HELENA-LEWIS AND CLARK,TOWNSEND,TOWNSEND,MT,"TOWNSEND, MT",Engine,YES,,http://www.fs.usda.gov/helena/
1,Northern,HELENA-LEWIS AND CLARK,WHITE SULPHUR SPRINGS,WHITE SULPHUR SPGS,MT,"WHITE SULPHUR SPGS, MT",Engine,YES,,http://www.fs.usda.gov/helena/
1,Northern,KOOTENAI,CABINET,TROUT CREEK,MT,"TROUT CREEK, MT",Engine,YES,"1 bunkhouse, 6 rooms, 12 beds.  Tends to fill up fast.  Several permanent houses, all occupied most of the time.  ",http://www.fs.usda.gov/kootenai
1,Northern,KOOTENAI,FORTINE,FORTINE,MT,"FORTINE, MT","Engine, IA Crew/Squad (4-10 person), Fuels, Prevention",YES,Bunkhouse and rv pads available. Fortine is combined with Eureka. Fire crews bunk in Eureka. Fortine is mostly malita.,http://www.fs.usda.gov/kootenai
1,Northern,KOOTENAI,LIBBY,LIBBY,MT,"LIBBY, MT",,,,http://www.fs.usda.gov/kootenai
1,Northern,KOOTENAI,REXFORD,EUREKA,MT,"EUREKA, MT","Engine, IA Crew/Squad (4-10 person), Fuels, Prevention",YES,Bunk house and rv pad available. Fire crew has priority for bunkhouse.,http://www.fs.usda.gov/kootenai
1,Northern,KOOTENAI,THREE RIVERS,TROY,MT,"TROY, MT",,,,http://www.fs.usda.gov/kootenai
1,Northern,LOLO,MISSOULA,MISSOULA,MT,"MISSOULA, MT","Engine, Type 2/2IA Handcrew (Dedicated 20+person), IA Crew/Squad (4-10 person), Hotshot Crew, WFM, Helitack, Rappel, Fuels, Prevention",YES,,http://www.fs.usda.gov/lolo
1,Northern,LOLO,NINEMILE,HUSON,MT,"HUSON, MT","Engine, IA Crew/Squad (4-10 person)",NO,,http://www.fs.usda.gov/lolo
1,Northern,LOLO,PLAINS/THOMPSON FALLS,PLAINS,MT,"PLAINS, MT","Engine, Hotshot Crew, Fuels",YES,,http://www.fs.usda.gov/lolo
1,Northern,LOLO,SEELEY,SEELEY LAKE,MT,"SEELEY LAKE, MT",Engine,YES,,http://www.fs.usda.gov/lolo
1,Northern,LOLO,SUPERIOR,NINEMILE,MT,"NINEMILE, MT",Engine,NO,,http://www.fs.usda.gov/lolo
1,Northern,LOLO,SUPERIOR,SUPERIOR,MT,"SUPERIOR, MT",Engine,YES,,http://www.fs.usda.gov/lolo
2,Rocky Mountain,NEBRASKA,BESSEY,HALSEY,MT,"HALSEY, MT",,,,http://www.fs.usda.gov/nebraska
2,Rocky Mountain,NEBRASKA,PINE RIDGE,CHADRON,MT,"CHADRON, MT","Engine, Fuels",NO,,http://www.fs.usda.gov/nebraska
4,Intermountain,HUMBOLDT-TOIYABE,AUSTIN/TONOPAH,AUSTIN,MT,"AUSTIN, MT",Engine,YES,,http://www.fs.usda.gov/htnf
4,Intermountain,HUMBOLDT-TOIYABE,AUSTIN/TONOPAH,TONOPAH,MT,"TONOPAH, MT",,,,http://www.fs.usda.gov/htnf
4,Intermountain,HUMBOLDT-TOIYABE,CARSON,CARSON CITY,NV,"CARSON CITY, NV","Type 2/2IA Handcrew, IA Crew/Squad (4-10 person), Hotshot Crew, WFM, Helitack, Fuels",YES,"The Carson City duty station has multiple outposts. Carson City proper is home to the Black Mountain IHC, who have their own barracks. Reno, NV has engines, patrol, and overhead. Jack's Valley, NV has 1 engine. Markleeville, CA has 2 engines. Barracks for engines and misc forest employees is in Markleeville, which is ~1 hour from reno. Further, the barracks in markleeville have only been available for the engines stationed there due to covid for the past 2 years",http://www.fs.usda.gov/htnf
4,Intermountain,HUMBOLDT-TOIYABE,ELY,ELY,NV,"ELY, NV","Engine, WFM",YES,,http://www.fs.usda.gov/htnf
4,Intermountain,HUMBOLDT-TOIYABE,"MOUNTAIN CITY, RUBY MOUNTAINS AND JARBIDGE",ELKO,NV,"ELKO, NV",Hotshot Crew,YES,,http://www.fs.usda.gov/htnf
4,Intermountain,HUMBOLDT-TOIYABE,SANTA ROSA,WINNEMUCCA,NV,"WINNEMUCCA, NV",,,,http://www.fs.usda.gov/htnf
4,Intermountain,HUMBOLDT-TOIYABE,SPRING MOUNTAINS NATIONAL RECREATION AREA,LAS VEGAS,NV,"LAS VEGAS, NV",,,,http://www.fs.usda.gov/htnf
3,Southwestern,CARSON,CAMINO REAL,PENASCO,NM,"PENASCO, NM",,,,https://www.fs.usda.gov/carson
3,Southwestern,CARSON,CANJILON,CANJILON,NM,"CANJILON, NM",,,,https://www.fs.usda.gov/carson
3,Southwestern,CARSON,EL RITO,EL RITO,NM,"EL RITO, NM",,,,https://www.fs.usda.gov/carson
3,Southwestern,CARSON,JICARILLA,BLOOMFIELD,NM,"BLOOMFIELD, NM",,,,https://www.fs.usda.gov/carson
3,Southwestern,CARSON,QUESTA,QUESTA,NM,"QUESTA, NM",,,,https://www.fs.usda.gov/carson
3,Southwestern,CARSON,SO,TAOS,NM,"TAOS, NM",Hotshot Crew,YES,,https://www.fs.usda.gov/carson
3,Southwestern,CARSON,TRES PIEDRAS,TRES PIEDRAS,NM,"TRES PIEDRAS, NM",,,,https://www.fs.usda.gov/carson
3,Southwestern,CIBOLA,MAGDALENA,MAGDALENA,NM,"MAGDALENA, NM","Engine, IA Crew/Squad (4-10 person), WFM",YES,,https://www.fs.usda.gov/cibola
3,Southwestern,CIBOLA,MOUNTAINAIR,MOUNTAINAIR,NM,"MOUNTAINAIR, NM",,,,https://www.fs.usda.gov/cibola
3,Southwestern,CIBOLA,MT. TAYLOR,GRANTS,NM,"GRANTS, NM",,,,https://www.fs.usda.gov/cibola
3,Southwestern,CIBOLA,SANDIA,TIJERAS,NM,"TIJERAS, NM",,,,https://www.fs.usda.gov/cibola
3,Southwestern,GILA,BLACK RANGE,TRUTH OR CONSEQUENCE,NM,"TRUTH OR CONSEQUENCE, NM",,,,https://www.fs.usda.gov/gila/
3,Southwestern,GILA,GLENWOOD,GLENWOOD,NM,"GLENWOOD, NM",,,,https://www.fs.usda.gov/gila/
3,Southwestern,GILA,QUEMADO,QUEMADO,NM,"QUEMADO, NM","Engine, WFM",YES,,https://www.fs.usda.gov/gila/
3,Southwestern,GILA,RESERVE,RESERVE,NM,"RESERVE, NM","Engine, HOTSHOT CREW",YES,Housing available at nearby Luna guard station. GILA IHC at Negrito Firebase wayyy outside of town,https://www.fs.usda.gov/gila/
3,Southwestern,GILA,SILVER CITY,SILVER CITY,NM,"SILVER CITY, NM",Hotshot Crew,YES,,https://www.fs.usda.gov/gila/
3,Southwestern,GILA,WILDERNESS,MIMBRES,NM,"MIMBRES, NM","Engine, IA Crew/Squad (4-10 person)",YES,,https://www.fs.usda.gov/gila/
3,Southwestern,KIOWA AND RITA BLANCA NATIONAL GRASSLANDS,,CLAYTON,NM,"CLAYTON, NM",Engine,NO,,https://www.fs.usda.gov/cibola
3,Southwestern,LINCOLN,GUADALUPE,CARLSBAD,NM,"CARLSBAD, NM","Engine, Prevention",YES,,https://www.fs.usda.gov/lincoln
3,Southwestern,LINCOLN,SACRAMENTO,CLOUDCROFT,NM,"CLOUDCROFT, NM",,,,https://www.fs.usda.gov/lincoln
3,Southwestern,LINCOLN,SACRAMENTO,SACRAMENTO,NM,"SACRAMENTO, NM",Hotshot Crew,YES,,https://www.fs.usda.gov/lincoln
3,Southwestern,LINCOLN,SMOKEY BEAR,CAPITAN,NM,"CAPITAN, NM","Engine, Prevention",YES,,https://www.fs.usda.gov/lincoln
3,Southwestern,LINCOLN,SMOKEY BEAR,RUIDOSO,NM,"RUIDOSO, NM",,,,https://www.fs.usda.gov/lincoln
3,Southwestern,SANTA FE,COYOTE,COYOTE,NM,"COYOTE, NM",Engine,YES,Not yet an official bunkhouse but it is a W.I.P.,https://www.fs.usda.gov/santafe/
3,Southwestern,SANTA FE,CUBA,CUBA,NM,"CUBA, NM",Engine,YES,,https://www.fs.usda.gov/santafe/
3,Southwestern,SANTA FE,ESPANOLA,ESPANOLA,NM,"ESPANOLA, NM",,,,https://www.fs.usda.gov/santafe/
3,Southwestern,SANTA FE,ESPANOLA,SANTA FE,NM,"SANTA FE, NM",Hotshot Crew,NO,,https://www.fs.usda.gov/santafe/
3,Southwestern,SANTA FE,INTERAGENCY FIRE CENTER,LOS ALAMOS,NM,"LOS ALAMOS, NM",Helitack,,,https://www.fs.usda.gov/santafe/
3,Southwestern,SANTA FE,JEMEZ,JEMEZ SPRINGS,NM,"JEMEZ SPRINGS, NM",,,,https://www.fs.usda.gov/santafe/
3,Southwestern,SANTA FE,PECOS/LAS VEGAS,LAS VEGAS,NM,"LAS VEGAS, NM",,,,https://www.fs.usda.gov/santafe/
3,Southwestern,SANTA FE,PECOS/LAS VEGAS,PECOS,NM,"PECOS, NM",,,,https://www.fs.usda.gov/santafe/
3,Southwestern,SANTA FE,SO,SANTA FE,NM,"SANTA FE, NM",,,,https://www.fs.usda.gov/santafe/
1,Northern,DAKOTA PRAIRIE GRASSLANDS,MCKENZIE,WATFORD CITY,ND,"WATFORD CITY, ND",,,,http://www.fs.usda.gov/dpg/
1,Northern,DAKOTA PRAIRIE GRASSLANDS,MEDORA,DICKINSON,ND,"DICKINSON, ND",,,,http://www.fs.usda.gov/dpg/
1,Northern,DAKOTA PRAIRIE GRASSLANDS,SHEYENNE,LISBON,ND,"LISBON, ND",,,,http://www.fs.usda.gov/dpg/
3,Southwestern,BLACK KETTLE NATIONAL GRASSLANDS,,CHEYENNE,OK,"CHEYENNE, OK",Engine,NO,,https://www.fs.usda.gov/cibola
6,Pacific Northwest,COLUMBIA RIVER GORGE NATIONAL SCENIC AREA,COLUMBIA RIVER GORGE NATIONAL SCENIC AREA,CASCADE LOCKS,OR,"CASCADE LOCKS, OR",,,,http://www.fs.usda.gov/crgnsa
6,Pacific Northwest,COLUMBIA RIVER GORGE NATIONAL SCENIC AREA,COLUMBIA RIVER GORGE NATIONAL SCENIC AREA,HOOD RIVER,OR,"HOOD RIVER, OR",,,,http://www.fs.usda.gov/crgnsa
6,Pacific Northwest,CROOKED RIVER NATIONAL GRASSLAND,CROOKED RIVER NATIONAL GRASSLAND,MADRAS,OR,"MADRAS, OR",,,,https://www.fs.usda.gov/ochoco
6,Pacific Northwest,DESCHUTES,BEND/FORT ROCK,BEND,OR,"BEND, OR","Engine, WFM",YES,"No gov housing, but they've been putting people up in local college dorms. As far as I know this is still going on.",http://www.fs.usda.gov/centraloregon
6,Pacific Northwest,DESCHUTES,CRESCENT,CRESCENT,OR,"CRESCENT, OR","Engine, IA Crew/Squad (4-10 person), Fuels, Prevention",YES,bunkhouse,http://www.fs.usda.gov/centraloregon
6,Pacific Northwest,DESCHUTES,REDMOND AIR CENTER,REDMOND,OR,"REDMOND, OR",smokejumper,YES,,http://www.fs.usda.gov/centraloregon
6,Pacific Northwest,DESCHUTES,SISTERS,SISTERS,OR,"SISTERS, OR",WFM,YES,,http://www.fs.usda.gov/centraloregon
6,Pacific Northwest,FREMONT-WINEMA,BLY,BLY,OR,"BLY, OR","Engine, IA Crew/Squad (4-10 person)",YES,,http://www.fs.usda.gov/fremont-winema
6,Pacific Northwest,FREMONT-WINEMA,CHEMULT,CHEMULT,OR,"CHEMULT, OR",Engine,YES,,http://www.fs.usda.gov/fremont-winema
6,Pacific Northwest,FREMONT-WINEMA,CHILOQUIN,CHILOQUIN,OR,"CHILOQUIN, OR",Engine,YES,,http://www.fs.usda.gov/fremont-winema
6,Pacific Northwest,FREMONT-WINEMA,KLAMATH,KLAMATH FALLS,OR,"KLAMATH FALLS, OR","Engine, Hotshot Crew",NO,Housing is cheap but not government supplied,http://www.fs.usda.gov/fremont-winema
6,Pacific Northwest,FREMONT-WINEMA,LAKEVIEW,LAKEVIEW,OR,"LAKEVIEW, OR","Engine, Helitack, IA Crew/Squad (4-10 person)",YES,Housing is shared with rec and engines,http://www.fs.usda.gov/fremont-winema
6,Pacific Northwest,FREMONT-WINEMA,PAISLEY,PAISLEY,OR,"PAISLEY, OR",,,,http://www.fs.usda.gov/fremont-winema
6,Pacific Northwest,FREMONT-WINEMA,SILVER LAKE,SILVER LAKE,OR,"SILVER LAKE, OR",Engine,YES,,http://www.fs.usda.gov/fremont-winema
6,Pacific Northwest,MALHEUR,BLUE MOUNTAIN,JOHN DAY,OR,"JOHN DAY, OR","Engine, Type 2/2IA Handcrew  (Dedicated 20+person), Rappel",YES,Housing for only about 8-10 firefighters!!,http://www.fs.usda.gov/malheur
6,Pacific Northwest,MALHEUR,EMIGRANT CREEK,HINES,OR,"HINES, OR","Engine, Type 2/2IA Handcrew (Dedicated 20+person)",YES,"4 FS engines, 2 type 6, 2 type 4. One remote duty station (crow flat) usually houses just one engine and it's crew. Interagency zone so bunch of blm engines and a blm helitack out of town, and a usfw engine",http://www.fs.usda.gov/malheur
6,Pacific Northwest,MALHEUR,PRAIRIE CITY,PRAIRIE CITY,OR,"PRAIRIE CITY, OR",Type 2/2IA Handcrew  (Dedicated 20+person),YES,It was pretty solid by Dixie Pass,http://www.fs.usda.gov/malheur
6,Pacific Northwest,MT. HOOD,BARLOW,DUFUR,OR,"DUFUR, OR",Engine,YES,,http://www.fs.usda.gov/mthood
6,Pacific Northwest,MT. HOOD,CLACKAMAS RIVER,ESTACADA,OR,"ESTACADA, OR",,,,http://www.fs.usda.gov/mthood
6,Pacific Northwest,MT. HOOD,HOOD RIVER,PARKDALE,OR,"PARKDALE, OR",,,,http://www.fs.usda.gov/mthood
6,Pacific Northwest,MT. HOOD,ZIGZAG,ZIGZAG,OR,"ZIGZAG, OR",Hotshot Crew,YES,,http://www.fs.usda.gov/mthood
6,Pacific Northwest,OCHOCO,LOOKOUT MOUNTAIN,PRINEVILLE,OR,"PRINEVILLE, OR",,,,https://www.fs.usda.gov/ochoco
6,Pacific Northwest,OCHOCO,PAULINA,PRINEVILLE,OR,"PRINEVILLE, OR","Engine, Type 2/2IA Handcrew  (Dedicated 20+person) , IA Crew/Squad (4-10 person), Hotshot Crew, WFM, Rappel, Fuels",YES,Housing is 30+ min from station with no cell service. Bunkhouses may now have internet-    Bunkhouses by the old Ochoco Ranger Station,https://www.fs.usda.gov/ochoco
6,Pacific Northwest,ROGUE RIVER-SISKIYOU,GOLD BEACH,GOLD BEACH,OR,"GOLD BEACH, OR","Engine, IA Crew/Squad (4-10 person), Fuels, Prevention",YES,"7 spots for temps in the fire program between 2 houses on the compound.- While housing is ""available"", last time I was there the housing was literally in the animal barns at the fairgrounds. The housing is horrifying, it's a sectioned off bit of an old barn run by the 4H, who treat their tenants like crap - they dumped trash on our porch, accused us of smoking weed in the bunkhouse (no one was stupid enough to smoke *inside*) and kicked us out for 2 weeks out of the year. There's available housing on the compound, but that needs to be kept empty in case a botanist or somebody important needs to stay a night or two.",http://www.fs.usda.gov/rogue-siskiyou/
6,Pacific Northwest,ROGUE RIVER-SISKIYOU,HIGH CASCADES,PROSPECT,OR,"PROSPECT, OR","IA Crew/Squad (4-10 person), Hotshot Crew, Fuels, Prevention",YES,,http://www.fs.usda.gov/rogue-siskiyou/
6,Pacific Northwest,ROGUE RIVER-SISKIYOU,POWERS,POWERS,OR,"POWERS, OR",,,,http://www.fs.usda.gov/rogue-siskiyou/
6,Pacific Northwest,ROGUE RIVER-SISKIYOU,SISKIYOU MOUNTAINS,JACKSONVILLE,OR,"JACKSONVILLE, OR",,,,http://www.fs.usda.gov/rogue-siskiyou/
6,Pacific Northwest,ROGUE RIVER-SISKIYOU,WILD RIVERS,CAVE JUNCTION,OR,"CAVE JUNCTION, OR","Engine, WFM, Rappel, Prevention",YES,,http://www.fs.usda.gov/rogue-siskiyou/
6,Pacific Northwest,ROGUE RIVER-SISKIYOU,,BUTTE FALLS,OR,"BUTTE FALLS, OR",Engine,YES,,http://www.fs.usda.gov/rogue-siskiyou/
6,Pacific Northwest,ROGUE RIVER-SISKIYOU,,GRANTS PASS,OR,"GRANTS PASS, OR","WFM, Rappel",NO,,http://www.fs.usda.gov/rogue-siskiyou/
6,Pacific Northwest,SIUSLAW,CENTRAL COAST-ODNRA,WALDPORT,OR,"WALDPORT, OR","Engine, Prevention",YES,,http://www.fs.usda.gov/siuslaw
6,Pacific Northwest,SIUSLAW,HEBO,HEBO,OR,"HEBO, OR",WFM,YES,,http://www.fs.usda.gov/siuslaw
6,Pacific Northwest,SIUSLAW,OREGON DUNES NATIONAL RECREATION AREA,REEDSPORT,OR,"REEDSPORT, OR",Engine,NO,,http://www.fs.usda.gov/siuslaw
6,Pacific Northwest,UMATILLA,HEPPNER,HEPPNER,OR,"HEPPNER, OR",,,,http://www.fs.usda.gov/umatilla
6,Pacific Northwest,UMATILLA,NORTH FORK JOHN DAY,UKIAH,OR,"UKIAH, OR","Engine, Type 2/2IA Handcrew  (Dedicated 20+person) , IA Crew/Squad (4-10 person)",YES,,http://www.fs.usda.gov/umatilla
6,Pacific Northwest,UMPQUA,COTTAGE GROVE,COTTAGE GROVE,OR,"COTTAGE GROVE, OR",,,,http://www.fs.usda.gov/umpqua
6,Pacific Northwest,UMPQUA,DIAMOND LAKE,DIAMOND LAKE,OR,"DIAMOND LAKE, OR",Type 2/2IA Handcrew  (Dedicated 20+person),YES,,http://www.fs.usda.gov/umpqua
6,Pacific Northwest,UMPQUA,DIAMOND LAKE,IDLEYLD PARK,OR,"IDLEYLD PARK, OR",Type 2/2IA Handcrew  (Dedicated 20+person),YES,,http://www.fs.usda.gov/umpqua
6,Pacific Northwest,UMPQUA,NORTH UMPQUA,GLIDE,OR,"GLIDE, OR",Hotshot Crew,NO,Wolf Creek Hotshots based out of the Umpqua service center in Roseburg. No federal government housing available for shots.,http://www.fs.usda.gov/umpqua
6,Pacific Northwest,UMPQUA,TILLER,TILLER,OR,"TILLER, OR","Engine, Type 2/2IA Handcrew  (Dedicated 20+person) , Fuels, Prevention",YES,,http://www.fs.usda.gov/umpqua
6,Pacific Northwest,WALLOWA-WHITMAN,LA GRANDE,JOSEPH,OR,"JOSEPH, OR","Engine, IA Crew/Squad (4-10 person), WFM",YES,Fire shop is located in Enterprise.  Housing is old Sled Springs rappel base.,http://www.fs.usda.gov/wallowa-whitman
6,Pacific Northwest,WALLOWA-WHITMAN,LA GRANDE,LA GRANDE,OR,"LA GRANDE, OR",Rappel,NO,,http://www.fs.usda.gov/wallowa-whitman
6,Pacific Northwest,WALLOWA-WHITMAN,LA GRANDE,UNITY,OR,"UNITY, OR","Engine, IA Crew/Squad (4-10 person)",YES,"Housing closes in Oct, can relocate to Halfway gov housing if you work into the winter.",http://www.fs.usda.gov/wallowa-whitman
6,Pacific Northwest,WALLOWA-WHITMAN,WHITMAN,BAKER CITY,OR,"BAKER CITY, OR",,,,http://www.fs.usda.gov/wallowa-whitman
6,Pacific Northwest,WALLOWA-WHITMAN,WHITMAN,HALFWAY,OR,"HALFWAY, OR","Engine, IA Crew/Squad (4-10 person)",YES,,http://www.fs.usda.gov/wallowa-whitman
6,Pacific Northwest,WILLAMETTE,DETROIT,DETROIT,OR,"DETROIT, OR","Engine, Type 2/2IA Handcrew  (Dedicated 20+person)",YES,,http://www.fs.usda.gov/willamette
6,Pacific Northwest,WILLAMETTE,MCKENZIE RIVER,MCKENZIE BRIDGE,OR,"MCKENZIE BRIDGE, OR","Engine, Type 2/2IA Handcrew  (Dedicated 20+person) ",YES,They have had a fuels crew in the past off and on,http://www.fs.usda.gov/willamette
6,Pacific Northwest,WILLAMETTE,MIDDLE FORK,WESTFIR,OR,"WESTFIR, OR","Engine, Type 2/2IA Handcrew  (Dedicated 20+person),  Fuels",YES,,http://www.fs.usda.gov/willamette
6,Pacific Northwest,WILLAMETTE,SWEET HOME,SWEET HOME,OR,"SWEET HOME, OR",,,,http://www.fs.usda.gov/willamette
1,Northern,CUSTER GALLATIN,SIOUX,CAMP CROOK,SD,"CAMP CROOK, SD",,,,http://www.fs.usda.gov/custergallatin
1,Northern,DAKOTA PRAIRIE GRASSLANDS,GRAND RIVER,LEMMON,SD,"LEMMON, SD",,,,http://www.fs.usda.gov/dpg/
2,Rocky Mountain,BLACK HILLS,HELL CANYON,CUSTER,SD,"CUSTER, SD",,,,http://www.fs.usda.gov/blackhills
2,Rocky Mountain,BLACK HILLS,MYSTIC,RAPID CITY,SD,"RAPID CITY, SD",Engine,YES,"Bunkhouses located in Hill City, 45min from Rapid City",http://www.fs.usda.gov/blackhills
2,Rocky Mountain,BLACK HILLS,NORTHERN HILLS,SPEARFISH,SD,"SPEARFISH, SD",,,,http://www.fs.usda.gov/blackhills
2,Rocky Mountain,NEBRASKA,FALL RIVER,HOT SPRINGS,SD,"HOT SPRINGS, SD",Engine,YES,Shared bunkhouse with two-person rooms.,http://www.fs.usda.gov/nebraska
2,Rocky Mountain,NEBRASKA,FT. PIERRE,FORT PIERRE,SD,"FORT PIERRE, SD",Engine,NO,,http://www.fs.usda.gov/nebraska
2,Rocky Mountain,NEBRASKA,WALL,WALL,SD,"WALL, SD",Engine,YES,,http://www.fs.usda.gov/nebraska
